자치구,대여소명,기준년월,대여건수,반납건수,대여소명_clean,대여소_ID,주소1,주소2,위도,경도
구로구,2817.천왕이펜하우스5단지 앞,202504,334,162,천왕이펜하우스5단지 앞,ST-1243,서울특별시 구로구 천왕로 10,천왕이펜하우스5단지 앞,37.479431,126.842697
중구,381. 장충체육관,202504,184,78,장충체육관,ST-196,서울특별시 중구 장충동2가 200-99,장충체육관,37.558533,127.006989
중구,382. 약수역 10번출구 앞,202504,380,407,약수역 10번출구 앞,ST-197,서울특별시 중구 신당동 357-1,약수역 10번출구 앞,37.555199,127.010048
마포구,142. 아현역 4번출구 앞,202504,798,829,아현역 4번출구 앞,ST-200,서울특별시 마포구 아현동 329-15,아현역 4번출구 앞,37.557201,126.955666
마포구,145. 공덕역 5번출구,202504,1548,1968,공덕역 5번출구,ST-203,서울특별시 마포구 공덕동 237-9,공덕역 5번출구,37.54425,126.951637
마포구,147. 마포역 4번출구 뒤,202504,3240,3870,마포역 4번출구 뒤,ST-205,서울특별시 마포구 도화동 292-29,마포역 4번출구 뒤,37.539272,126.945915
마포구,148. 용강동 주민센터 앞,202504,1137,1121,용강동 주민센터 앞,ST-206,서울특별시 마포구 용강동 234-1,용강동 주민센터 앞,37.542347,126.943024
마포구,150. 서강대역 2번출구 앞,202504,1143,1142,서강대역 2번출구 앞,ST-207,서울특별시 마포구 노고산동 112-13,서강대역 2번출구 앞,37.552956,126.934341
마포구,153. 성산2교 사거리,202504,2074,2065,성산2교 사거리,ST-210,서울특별시 마포구 성산동 54-17,성산2교 사거리,37.564697,126.912613
마포구,154. 마포구청역 ,202504,2604,3040,마포구청역,ST-211,서울특별시 마포구 망원동 477-23,마포구청역,37.560909,126.905495
마포구,157. 애오개역 4번출구 앞,202504,1581,1746,애오개역 4번출구 앞,ST-214,서울특별시 마포구 아현동 607-1,애오개역 4번출구 앞,37.553001,126.956688
서대문구,159. 이대역 4번 출구,202504,400,226,이대역 4번 출구,ST-216,서울특별시 서대문구 대현동 60-11,이대역 4번 출구,37.556953,126.946342
서대문구,161. 무악재역1번 출구,202504,243,226,무악재역1번 출구,ST-218,서울특별시 서대문구 통일로 380-4,무악재역1번 출구,37.582245,126.950645
서대문구,163. 명지전문대학교 정문 앞,202504,588,591,명지전문대학교 정문 앞,ST-220,서울특별시 서대문구 홍은동 산25-3,명지전문대학교 정문 앞,37.583698,126.924965
서대문구,164. 북가좌1동 주민센터 ,202504,516,444,북가좌1동 주민센터,ST-221,서울특별시 서대문구 북가좌동 477-1,북가좌1동 주민센터,37.574478,126.910049
서대문구,167. 연가초등학교 옆,202504,604,111,연가초등학교 옆,ST-224,서울특별시 서대문구 북가좌동 70-119,연가초등학교 옆,37.57946,126.91713
서대문구,169. 북가좌 삼거리,202504,559,516,북가좌 삼거리,ST-226,서울특별시 서대문구 북가좌동 400,북가좌 삼거리,37.573002,126.907799
서대문구,171. 임광빌딩 앞,202504,648,651,임광빌딩 앞,ST-228,서울특별시 서대문구 미근동 317-1,임광빌딩 앞,37.564724,126.967278
서대문구,173. 서대문역 8번출구 앞,202504,297,281,서대문역 8번출구 앞,ST-230,서울특별시 서대문구 충정로2가 138,서대문역 8번출구 앞,37.564777,126.966148
성동구,518. 청계천 박물관 앞,202504,902,856,청계천 박물관 앞,ST-234,서울특별시 성동구 마장동 610,청계천 박물관 앞,37.571526,127.035355
성동구,519. 양지사거리,202504,1085,959,양지사거리,ST-235,서울특별시 성동구 홍익동 590,양지사거리,37.566994,127.029915
성동구,520. 상왕십리역 4번 출구 앞,202504,952,876,상왕십리역 4번 출구 앞,ST-236,서울특별시 성동구 하왕십리동 960-3,상왕십리역 4번 출구 앞,37.563858,127.030319
성동구,521. 왕십리역 11번 출구 앞,202504,1524,1543,왕십리역 11번 출구 앞,ST-237,서울특별시 성동구 행당동 188-9,왕십리역 11번 출구 앞,37.561447,127.03492
관악구,2189. 봉천역 4번출구,202504,1190,1276,봉천역 4번출구,ST-1258,서울특별시 관악구 남부순환로 1719,봉천역 4번출구,0.0,0.0
성동구,522. 금호역 1번출구 앞,202504,326,325,금호역 1번출구 앞,ST-238,서울특별시 성동구 금호동3가 1575-3,금호역 1번출구 앞,37.548641,127.016426
성동구,523. 옥수동성당 옆,202504,170,94,옥수동성당 옆,ST-239,서울특별시 성동구 옥수동 산5-148,옥수동성당 옆,37.543663,127.014061
성동구,524. 래미안금호하이리버 아파트 102동 옆,202504,384,350,래미안금호하이리버 아파트 102동 옆,ST-240,서울특별시 성동구 금호동2가 1220-1,래미안금호하이리버 아파트 102동 옆,37.5522,127.025055
성동구,525. 한양대병원사거리,202504,1633,1244,한양대병원사거리,ST-241,서울특별시 성동구 행당동 20-2,한양대병원사거리,37.558052,127.040352
성동구,526. 용답토속공원 앞,202504,897,930,용답토속공원 앞,ST-242,서울특별시 성동구 용답동 224-1,용답토속공원 앞,37.563511,127.056725
성동구,534. 금호사거리,202504,347,342,금호사거리,ST-246,서울특별시 성동구 금호동2가 1205-1,금호사거리,37.548634,127.025726
성동구,535. 응봉삼거리,202504,758,375,응봉삼거리,ST-247,서울특별시 성동구 응봉동 134-26,응봉삼거리,37.553986,127.033592
성동구,536. 행당역 2번출구 앞,202504,667,670,행당역 2번출구 앞,ST-248,서울특별시 성동구 행당동 347-11,행당역 2번출구 앞,37.55735,127.029213
성동구,538. 답십리역 8번출구 앞,202504,361,430,답십리역 8번출구 앞,ST-250,서울특별시 성동구 용답동 102-1,답십리역 8번출구 앞,37.56765,127.051155
성동구,550. 서울시설공단 앞,202504,1591,1627,서울시설공단 앞,ST-251,서울특별시 성동구 마장동 610,서울시설공단 앞,37.57164,127.03566
광진구,539. 군자교교차로,202504,2143,2103,군자교교차로,ST-252,서울특별시 광진구 중곡동 263-1,군자교교차로,37.559795,127.074203
광진구,540. 군자역 7번출구 베스트샵 앞,202504,2384,2364,군자역 7번출구 베스트샵 앞,ST-253,서울특별시 광진구 군자동 499,군자역 7번출구 베스트샵 앞,37.55603,127.078644
광진구,544. 광남중학교,202504,1027,1055,광남중학교,ST-256,서울특별시 광진구 광장동 561-15,광남중학교,37.54073,127.102905
광진구,546. 잠실대교북단 교차로,202504,2495,2463,잠실대교북단 교차로,ST-257,서울특별시 광진구 자양동 722,잠실대교북단 교차로,37.532478,127.085091
광진구,548. 자양나들목,202504,2754,2785,자양나들목,ST-258,서울특별시 광진구 자양동 738,자양나들목,37.52977,127.07486
광진구,549. 아차산역 3번출구,202504,2408,2274,아차산역 3번출구,ST-259,서울특별시 광진구 구의동 96,아차산역 3번출구,37.551224,127.089706
동대문구,600. 휘경2동 주민센터,202504,267,270,휘경2동 주민센터,ST-260,서울특별시 동대문구 한천로 329,휘경2동 주민센터,37.589912,127.06868
동대문구,602. 장안동 사거리,202504,3302,3997,장안동 사거리,ST-262,서울특별시 동대문구 장한로 25길 2,장안동 사거리,37.572174,127.071388
동대문구,607. 신이문역 2번출구,202504,668,664,신이문역 2번출구,ST-267,서울특별시 동대문구 이문동186-1,신이문역 2번출구,37.602711,127.067863
동대문구,608. 전농삼성아파트,202504,328,328,전농삼성아파트,ST-268,서울특별시 동대문구 전농로 192,전농삼성아파트,37.58131,127.055344
동대문구,610. 동대문중 교차로,202504,1240,1139,동대문중 교차로,ST-270,서울특별시 동대문구 답십리동 524-1,동대문중 교차로,37.573086,127.052162
동대문구,612. 시립동부병원 앞 사거리,202504,2780,2940,시립동부병원 앞 사거리,ST-271,서울특별시 동대문구 용두동 237-10,시립동부병원 앞 사거리,37.573666,127.030815
동대문구,613. 신설동역 10번출구 앞,202504,1781,1896,신설동역 10번출구 앞,ST-272,서울특별시 동대문구 신설동 92-34,신설동역 10번출구 앞,37.575272,127.023468
동대문구,614. 용두동 사거리,202504,2284,2290,용두동 사거리,ST-273,서울특별시 동대문구 용두동 237-10,용두동 사거리,37.577686,127.031013
동대문구,617. 청솔우성아파트 앞,202504,1064,1110,청솔우성아파트 앞,ST-276,서울특별시 동대문구 답십리동 94-2,청솔우성아파트 앞,37.574203,127.057693
영등포구,228. 선유도역 3번출구 앞,202504,4053,4270,선유도역 3번출구 앞,ST-278,서울특별시 영등포구 양평동4가 202-1,선유도역 3번출구 앞,37.53846,126.894508
영등포구,229. 양평1 보행육교 앞,202504,2955,2995,양평1 보행육교 앞,ST-279,서울특별시 영등포구 양평동4가 20-4,양평1 보행육교 앞,37.535873,126.892181
영등포구,231. 남부고용노동지청 남측,202504,2364,2408,남부고용노동지청 남측,ST-280,서울특별시 영등포구 양평동1가 115-2,남부고용노동지청 남측,37.524506,126.891823
영등포구,232. 양평우림 이비즈센타 앞,202504,2982,2906,양평우림 이비즈센타 앞,ST-281,서울특별시 영등포구 양평동3가 14-1,양평우림 이비즈센타 앞,37.52565,126.887817
영등포구,235. 신길동 우리은행 옆,202504,602,547,신길동 우리은행 옆,ST-284,서울특별시 영등포구 신길동 250-4,신길동 우리은행 옆,37.504566,126.910233
영등포구,236. 문래동자이아파트 앞,202504,3224,3361,문래동자이아파트 앞,ST-285,서울특별시 영등포구 문래동3가 68-1,문래동자이아파트 앞,37.516155,126.894615
영등포구,238. 제2구민체육센타 앞,202504,3037,3013,제2구민체육센타 앞,ST-287,서울특별시 영등포구 당산동4가 96-2,제2구민체육센타 앞,37.526386,126.902756
관악구,3813. 낙성대역 5번출구,202504,422,417,낙성대역 5번출구,ST-1261,서울특별시 관악구 남부순환로 1917,낙성대역 5번출구,0.0,0.0
영등포구,239. 유스호스텔 앞,202504,1474,1403,유스호스텔 앞,ST-288,서울특별시 영등포구 영등포동7가 58-2,유스호스텔 앞,37.525852,126.903282
영등포구,240. 문래역 4번출구 앞,202504,3921,3782,문래역 4번출구 앞,ST-289,서울특별시 영등포구 문래동3가 55-12,문래역 4번출구 앞,37.518738,126.895576
영등포구,242. 신길선원가와인아파트 앞,202504,1296,595,신길선원가와인아파트 앞,ST-291,서울특별시 영등포구 신길동 215-28,신길선원가와인아파트 앞,37.510933,126.910225
영등포구,243. 이앤씨드림타워 앞,202504,3732,3781,이앤씨드림타워 앞,ST-292,서울특별시 영등포구 양평동3가 48-1,이앤씨드림타워 앞,37.527084,126.89138
영등포구,244. 영등포삼환아파트 앞,202504,1961,1799,영등포삼환아파트 앞,ST-293,서울특별시 영등포구 영등포동8가 82-4,영등포삼환아파트 앞,37.530079,126.905708
영등포구,245. 삼성생명 당산사옥 앞,202504,3321,3285,삼성생명 당산사옥 앞,ST-294,서울특별시 영등포구 당산동4가 35-24,삼성생명 당산사옥 앞,37.528263,126.896629
영등포구,248. 초원아파트 앞,202504,943,942,초원아파트 앞,ST-296,서울특별시 영등포구 여의도동8-13,초원아파트 앞,37.531055,126.92421
영등포구,251. 서울지방병무청 버스정류장,202504,784,695,서울지방병무청 버스정류장,ST-299,서울특별시 영등포구 신길동853,서울지방병무청 버스정류장,37.504494,126.921951
영등포구,254. 도림신협 앞,202504,1574,1625,도림신협 앞,ST-302,서울특별시 영등포구 신길동263-76,도림신협 앞,37.503803,126.903419
영등포구,256. 동아에코빌입구,202504,1169,1121,동아에코빌입구,ST-304,서울특별시 영등포구 도림동 159-70,동아에코빌입구,37.509476,126.8993
영등포구,258. 신길역3번출구,202504,1859,1873,신길역3번출구,ST-306,서울특별시 영등포구 영등포동1가35,신길역3번출구,37.517693,126.914299
영등포구,259. 대방역6번출구,202504,3466,3538,대방역6번출구,ST-307,서울특별시 영등포구 신길동1368,대방역6번출구,37.513592,126.925934
양천구,700. KB국민은행 염창역 지점 앞,202504,1473,1306,KB국민은행 염창역 지점 앞,ST-308,서울특별시 양천구 목동 559,KB국민은행 염창역 지점 앞,37.546848,126.872772
양천구,701. 목동사거리 부근,202504,1815,1820,목동사거리 부근,ST-309,서울특별시 양천구 목동 813,목동사거리 부근,37.532803,126.86393
양천구,702. 목4동주민센터 옆,202504,2477,2343,목4동주민센터 옆,ST-310,서울특별시 양천구 목동 904-3,목4동주민센터 옆,37.532543,126.868729
양천구,704. 남부법원검찰청 교차로,202504,2551,2533,남부법원검찰청 교차로,ST-312,서울특별시 양천구 신정동 1095,남부법원검찰청 교차로,37.523254,126.864906
양천구,706. 신정네거리역,202504,1317,1259,신정네거리역,ST-313,서울특별시 양천구 신월동 894,신정네거리역,37.521881,126.851753
양천구,708. 서울출입국관리사무소 앞,202504,4378,4456,서울출입국관리사무소 앞,ST-315,서울특별시 양천구 신정동 319-3,서울출입국관리사무소 앞,37.51897,126.869965
양천구,709. 신정3동 현장민원실 앞,202504,807,650,신정3동 현장민원실 앞,ST-316,서울특별시 양천구 신정동 760-2,신정3동 현장민원실 앞,37.511585,126.84156
양천구,711. 신일해피트리아파트 앞,202504,1222,301,신일해피트리아파트 앞,ST-318,서울특별시 양천구 신월동 1063-4,신일해피트리아파트 앞,37.517059,126.848488
양천구,712. 강월초교입구 사거리,202504,660,1127,강월초교입구 사거리,ST-319,서울특별시 양천구 신월동 905,강월초교입구 사거리,37.516998,126.838318
양천구,713. 양서중학교 옆,202504,818,720,양서중학교 옆,ST-320,서울특별시 양천구 신월동 790,양서중학교 옆,37.533047,126.829956
양천구,714. 한국SGI 양천문화회관 앞,202504,787,588,한국SGI 양천문화회관 앞,ST-321,서울특별시 양천구 신월동 790,한국SGI 양천문화회관 앞,37.532547,126.830803
용산구,800. 목월공원 앞,202504,1131,1047,목월공원 앞,ST-322,서울특별시 용산구 원효로4가 109-10,목월공원 앞,37.532433,126.954742
용산구,802. 한강진역 2번 출구 앞,202504,371,193,한강진역 2번 출구 앞,ST-324,서울특별시 용산구 한남동 726-494,한강진역 2번 출구 앞,37.541153,127.002213
용산구,805. 문배어린이공원 앞,202504,970,1043,문배어린이공원 앞,ST-326,서울특별시 용산구 문배동 34-10,문배어린이공원 앞,37.536758,126.970001
용산구,806. 전자랜드 본관 앞,202504,1135,1091,전자랜드 본관 앞,ST-327,서울특별시 용산구 한강로3가 16-8,전자랜드 본관 앞,37.533066,126.960732
용산구,807. 서울역 12번 출구 앞,202504,1060,1060,서울역 12번 출구 앞,ST-328,서울특별시 용산구 동자동 14-229,서울역 12번 출구 앞,37.552277,126.972687
용산구,808. 서빙고동 금호맨션 앞,202504,536,504,서빙고동 금호맨션 앞,ST-329,서울특별시 용산구 서빙고동 235-5,서빙고동 금호맨션 앞,37.520504,126.989738
용산구,809. 한남 유수지 복개주차장,202504,747,735,한남 유수지 복개주차장,ST-330,서울특별시 용산구 독서당로 18,한남 유수지 복개주차장,37.530167,127.007439
용산구,810. 이태원지하보도,202504,594,595,이태원지하보도,ST-331,서울특별시 용산구 용산동2가 5-1812,이태원지하보도,37.53841,126.986649
영등포구,5878. 우리은행 앞,202504,2318,2550,우리은행 앞,ST-1464,서울특별시 도봉구 도봉로 707,우리은행 앞,37.667599,127.042999
용산구,811. 녹사평역1번출구,202504,527,209,녹사평역1번출구,ST-332,서울특별시 용산구 용산동2가 6-7,녹사평역1번출구,37.53508,126.985382
용산구,813. 삼각지역 3번출구,202504,832,884,삼각지역 3번출구,ST-334,서울특별시 용산구 한강로1가 228-1,삼각지역 3번출구,37.533512,126.972275
용산구,815. LIG강촌아파트 103동앞,202504,1241,1277,LIG강촌아파트 103동앞,ST-335,서울특별시 용산구 이촌동301-5,LIG강촌아파트 103동앞,37.518509,126.978798
종로구,385. 종각역 5번출구,202504,1321,1352,종각역 5번출구,ST-336,서울특별시 종로구 서린동 26-1,종각역 5번출구,37.569836,126.982658
중구,387. 훈련원공원주차장 앞,202504,958,917,훈련원공원주차장 앞,ST-338,서울특별시 중구 을지로 227,훈련원공원주차장 앞,37.566994,127.003464
마포구,181. 망원초록길 입구,202504,1379,1320,망원초록길 입구,ST-339,서울특별시 마포구 마포나루길 467,망원초록길 입구,37.551342,126.902672
마포구,185. 마포 신수공원 앞,202504,1133,962,마포 신수공원 앞,ST-343,서울특별시 마포구 현석동 106-32,마포 신수공원 앞,37.542545,126.934296
마포구,186. 월드컵공원,202504,3217,3175,월드컵공원,ST-344,서울특별시 마포구 하늘공원로 108-1,월드컵공원,37.563965,126.898209
서대문구,188. 홍은동 정원여중 입구,202504,710,699,홍은동 정원여중 입구,ST-346,서울특별시 서대문구 연희로37안길 51,홍은동 정원여중 입구,37.586388,126.935127
서대문구,192. 연서어린이공원,202504,439,442,연서어린이공원,ST-348,서울특별시 서대문구 연희동 519-7,연서어린이공원,37.572227,126.923065
서대문구,178. 증산3교 앞,202504,1389,1443,증산3교 앞,ST-349,서울특별시 서대문구 북가좌동 352-9,증산3교 앞,37.579876,126.906349
서대문구,194. 증산교 앞,202504,2052,2083,증산교 앞,ST-350,서울특별시 서대문구 불광천길 36,증산교 앞,37.577316,126.902969
서대문구,195. 모래내고가차도 ,202504,865,811,모래내고가차도,ST-351,서울특별시 서대문구 연희동 446-76,모래내고가차도,37.567657,126.917809
서대문구,196. 연희교차로 인근,202504,456,403,연희교차로 인근,ST-352,서울특별시 서대문구 홍제천로 48,연희교차로 인근,37.56612,126.925896
성동구,556. 달맞이공원,202504,1331,1410,달맞이공원,ST-357,서울특별시 성동구 금호동4가 367-1,달맞이공원,37.542053,127.020401
성동구,557. 도선동 주민센터 앞,202504,1558,1701,도선동 주민센터 앞,ST-358,서울특별시 성동구 무학로10길 6,도선동 주민센터 앞,37.567642,127.025696
성동구,558. 성동광진 교육지원청 앞,202504,1606,1512,성동광진 교육지원청 앞,ST-359,서울특별시 성동구 고산자로 260,성동광진 교육지원청 앞,37.564606,127.036522
성동구,559. 왕십리역 4번 출구 건너편,202504,2158,2266,왕십리역 4번 출구 건너편,ST-360,서울특별시 성동구 왕십리광장로 10-1,왕십리역 4번 출구 건너편,37.561096,127.036797
성동구,560. 비전교회 앞,202504,2634,2614,비전교회 앞,ST-361,서울특별시 성동구 동일로 213,비전교회 앞,37.551205,127.068932
성동구,561. 서울숲역 2번출구 앞,202504,2039,2037,서울숲역 2번출구 앞,ST-362,서울특별시 성동구 왕십리로 64,서울숲역 2번출구 앞,37.542816,127.04467
성동구,563. 성동세무서 건너편,202504,1955,2301,성동세무서 건너편,ST-364,서울특별시 성동구 광나루로 302,성동세무서 건너편,37.547913,127.062752
성동구,564. 금호역 3번출구,202504,193,125,금호역 3번출구,ST-365,서울특별시 성동구 동호로 99,금호역 3번출구,37.547928,127.015572
성동구,578. 성동세무서 부근,202504,2060,2042,성동세무서 부근,ST-356,서울특별시 성동구 광나루로 297,성동세무서 부근,37.548164,127.06237
성동구,579. 마장역 4번출구,202504,1255,1298,마장역 4번출구,ST-372,서울특별시 성동구 마장로 292-1,마장역 4번출구,37.565205,127.041847
성동구,582. 경일중학교 앞,202504,1869,1876,경일중학교 앞,ST-375,서울특별시 성동구 성수일로 27,경일중학교 앞,37.543179,127.04908
성동구,583. 청계천 생태교실 앞,202504,5881,6209,청계천 생태교실 앞,ST-376,서울특별시 성동구 마장로39길 51,청계천 생태교실 앞,37.56797,127.04689
광진구,552. 대림아크로리버 앞,202504,971,1107,대림아크로리버 앞,ST-378,서울특별시 광진구 구의강변로 64,대림아크로리버 앞,37.536579,127.092972
광진구,555. 구의3동주민센터,202504,476,451,구의3동주민센터,ST-381,서울특별시 광진구 강변역로 17,구의3동주민센터,37.537849,127.092171
광진구,573. 구의문주차장 앞,202504,2820,2814,구의문주차장 앞,ST-384,서울특별시 광진구 능동로 216,구의문주차장 앞,37.545231,127.084732
광진구,574. 아차산역4번출구,202504,2662,1513,아차산역4번출구,ST-385,서울특별시 광진구 능동로 216,아차산역4번출구,37.551849,127.088982
광진구,576. 광나루역 3번 출구,202504,2248,2298,광나루역 3번 출구,ST-387,서울특별시 광진구 아차산로 552,광나루역 3번 출구,37.54483,127.104263
광진구,577. 광진청소년수련관,202504,1939,2076,광진청소년수련관,ST-388,서울특별시 광진구 구천면로 2,광진청소년수련관,37.546547,127.106133
동대문구,627. 장안동삼거리 교통섬,202504,1244,1260,장안동삼거리 교통섬,ST-395,서울특별시 동대문구 사가정로 240,장안동삼거리 교통섬,37.578632,127.071907
동대문구,630. 동대문구 보건소,202504,2277,2338,동대문구 보건소,ST-397,서울특별시 동대문구 천호대로 145,동대문구 보건소,37.574852,127.040306
동대문구,631. 답십리역 1번출구,202504,3041,3302,답십리역 1번출구,ST-398,서울특별시 동대문구 천호대로 269,답십리역 1번출구,37.568184,127.051277
동대문구,634. 외국어대 정문 앞,202504,2171,2188,외국어대 정문 앞,ST-401,서울특별시 동대문구 이문로 107,외국어대 정문 앞,37.59602,127.05983
동대문구,637. KAIST 경영대학 앞,202504,1107,922,KAIST 경영대학 앞,ST-404,서울특별시 동대문구 회기로 85,KAIST 경영대학 앞,37.591614,127.045792
동대문구,638. 서울시립대 정보기술관,202504,706,677,서울시립대 정보기술관,ST-405,서울특별시 동대문구 한천로43길 12-14,서울시립대 정보기술관,37.583008,127.060974
동대문구,641. 용두역 4번출구,202504,2256,2396,용두역 4번출구,ST-408,서울특별시 동대문구 청계천로 563,용두역 4번출구,37.573753,127.038536
영등포구,263. 근로자회관 사거리,202504,3519,3548,근로자회관 사거리,ST-417,서울특별시 영등포구 선유로 34,근로자회관 사거리,37.517151,126.888626
영등포구,264. 교보생명보험 앞,202504,1853,1583,교보생명보험 앞,ST-418,서울특별시 영등포구 영등포로 96,교보생명보험 앞,37.521931,126.891617
영등포구,265. 영등포유통상가 사거리,202504,1962,1800,영등포유통상가 사거리,ST-419,서울특별시 영등포구 영등포로 124,영등포유통상가 사거리,37.521133,126.896538
영등포구,266. 영등포청과시장 사거리,202504,1882,1803,영등포청과시장 사거리,ST-420,서울특별시 영등포구 영등포로 177,영등포청과시장 사거리,37.520294,126.901192
영등포구,267. 삼성화재 사옥 옆,202504,2587,2527,삼성화재 사옥 옆,ST-421,서울특별시 영등포구 양평로 76,삼성화재 사옥 옆,37.535961,126.8983
영등포구,268. 그랜드컨벤션센터 앞,202504,2309,2300,그랜드컨벤션센터 앞,ST-422,서울특별시 영등포구 양평로 58,그랜드컨벤션센터 앞,37.534718,126.900002
영등포구,270. 증권거래소후문교차로,202504,1482,1450,증권거래소후문교차로,ST-424,서울특별시 영등포구 여의나루로 76,증권거래소후문교차로,37.522343,126.927101
영등포구,272. 당산육갑문,202504,6848,7374,당산육갑문,ST-426,서울특별시 영등포구 당산로52길 3,당산육갑문,37.535339,126.903679
양천구,720. 서울강월초등학교 앞,202504,907,508,서울강월초등학교 앞,ST-432,서울특별시 양천구 신월로 97,서울강월초등학교 앞,37.516197,126.8349
용산구,816. 신용산역 6번출구 앞,202504,1911,1982,신용산역 6번출구 앞,ST-435,서울특별시 용산구 한강대로 115,신용산역 6번출구 앞,37.530148,126.968483
용산구,817. 삼각지역 4번출구 앞,202504,795,817,삼각지역 4번출구 앞,ST-436,서울특별시 용산구 한강대로 161,삼각지역 4번출구 앞,37.533451,126.971733
용산구,818. 숙명여대 입구 교차로,202504,1181,1297,숙명여대 입구 교차로,ST-437,서울특별시 용산구 청파로47길 100,숙명여대 입구 교차로,37.544895,126.969383
용산구,819. 선린인터넷 고등학교,202504,1676,1761,선린인터넷 고등학교,ST-438,서울특별시 용산구 원효로97길 33-4,선린인터넷 고등학교,37.541653,126.970505
용산구,820. 청파동입구 교차로,202504,856,855,청파동입구 교차로,ST-439,서울특별시 용산구 한강대로 349,청파동입구 교차로,37.549026,126.971947
용산구,823. 효창동주민센터 앞,202504,324,214,효창동주민센터 앞,ST-441,서울특별시 용산구 효창원로 161,효창동주민센터 앞,37.54232,126.96196
용산구,825. 서빙고동 주민센터 앞,202504,2394,2971,서빙고동 주민센터 앞,ST-442,서울특별시 용산구 서빙고로 279,서빙고동 주민센터 앞,37.520336,126.994263
마포구,199. 서울 월드컵 경기장,202504,996,585,서울 월드컵 경기장,ST-443,서울특별시 마포구 성산동 515,서울 월드컵 경기장,37.566845,126.896446
종로구,388. 동성중학교 앞,202504,534,537,동성중학교 앞,ST-444,서울특별시 종로구 혜화동 56,동성중학교 앞,37.585735,127.00161
광진구,584. 광진광장 교통섬,202504,3422,2777,광진광장 교통섬,ST-445,서울특별시 광진구 군자동 374-8,광진광장 교통섬,37.547829,127.072632
성동구,585. 성수2가1동 공영주차장 인근,202504,4578,4752,성수2가1동 공영주차장 인근,ST-446,서울특별시 성동구 성수동2가 569-3,성수2가1동 공영주차장 인근,37.536808,127.055489
성동구,586. 마장동 주민센터,202504,794,832,마장동 주민센터,ST-447,서울특별시 성동구 마장로42길 14,마장동 주민센터,37.565941,127.045395
은평구,900. 은평예술회관,202504,505,464,은평예술회관,ST-448,서울특별시 은평구 녹번동 85-4,은평예술회관,37.603943,126.927696
은평구,902. 진관동 은빛초등학교,202504,391,393,진관동 은빛초등학교,ST-450,서울특별시 은평구 진관동 45-21,진관동 은빛초등학교,37.643108,126.918221
은평구,903. 은평뉴타운 아이파크,202504,638,717,은평뉴타운 아이파크,ST-451,서울특별시 은평구 진관동 13-20,은평뉴타운 아이파크,37.645866,126.927391
은평구,904. 은평뉴타운 푸르지오,202504,624,732,은평뉴타운 푸르지오,ST-452,서울특별시 은평구 진관동 5-8,은평뉴타운 푸르지오,37.648674,126.930702
은평구,905. 구파발역 2번출구,202504,1959,2341,구파발역 2번출구,ST-453,서울특별시 은평구 진관동 86-31,구파발역 2번출구,37.636234,126.918999
은평구,906. 연신내역 5번출구,202504,2605,2976,연신내역 5번출구,ST-454,서울특별시 은평구 대조동 207-8,연신내역 5번출구,37.61721,126.919579
은평구,908. 구산역 4번출구,202504,1212,1266,구산역 4번출구,ST-456,서울특별시 은평구 갈현동 536-8,구산역 4번출구,37.613186,126.917351
은평구,909. 백련산 힐스테이트 3차,202504,665,203,백련산 힐스테이트 3차,ST-457,서울특별시 은평구 응암동 761-9,백련산 힐스테이트 3차,37.586994,126.922882
은평구,911. 은평평화공원(역촌역4번출구),202504,1989,1950,은평평화공원(역촌역4번출구),ST-459,서울특별시 은평구 녹번동 153-31,은평평화공원(역촌역4번출구),37.605583,126.922935
은평구,912. 응암오거리,202504,2068,2493,응암오거리,ST-460,서울특별시 은평구 응암동 604-5,응암오거리,37.589661,126.916946
은평구,915. 증산역 4번출구,202504,1280,1497,증산역 4번출구,ST-463,서울특별시 은평구 증산동 199-8,증산역 4번출구,37.584381,126.909897
은평구,916. 평생학습관 앞,202504,1153,1169,평생학습관 앞,ST-464,서울특별시 은평구 역촌동 15-40,평생학습관 앞,37.607849,126.921326
은평구,919. 서울혁신파크,202504,494,526,서울혁신파크,ST-467,서울특별시 은평구 녹번동 15-2,서울혁신파크,37.607025,126.933311
은평구,921. 신도고등학교,202504,130,79,신도고등학교,ST-469,서울특별시 은평구 진관동 242-14,신도고등학교,37.630016,126.919029
은평구,922. 연신내역 4번출구,202504,561,563,연신내역 4번출구,ST-470,서울특별시 은평구 대조동 227-2,연신내역 4번출구,37.617802,126.921967
은평구,923. 국민은행 연서지점,202504,544,533,국민은행 연서지점,ST-471,서울특별시 은평구 불광동 355,국민은행 연서지점,37.620949,126.925636
은평구,925. 불광역 2번출구,202504,634,661,불광역 2번출구,ST-473,서울특별시 은평구 불광동 285-43,불광역 2번출구,37.609566,126.930977
은평구,927. 연신내역 3번출구 인근,202504,449,487,연신내역 3번출구 인근,ST-475,서울특별시 은평구 불광동 304-5,연신내역 3번출구 인근,37.617855,126.922524
은평구,928. 은평역사한옥박물관,202504,234,178,은평역사한옥박물관,ST-476,서울특별시 은평구 진관동 133-29,은평역사한옥박물관,37.641315,126.938042
은평구,930. 구 서부경찰서 건너편,202504,882,927,구 서부경찰서 건너편,ST-478,서울특별시 은평구 역촌동 41-7,구 서부경찰서 건너편,37.601662,126.920303
은평구,931. 역촌파출소,202504,3140,3437,역촌파출소,ST-479,서울특별시 은평구 역촌동 45-34,역촌파출소,37.604736,126.915337
