자치구,대여소명,기준년월,대여건수,반납건수,대여소명_clean,대여소_ID,주소1,주소2,위도,경도
양천구,729. 서부식자재마트 건너편,202501,961,939,서부식자재마트 건너편,ST-1000,서울특별시 양천구 신정동 236,서부식자재마트 건너편,37.51038,126.866798
양천구,731. 서울시 도로환경관리센터,202501,1671,1722,서울시 도로환경관리센터,ST-1002,서울특별시 양천구 목동동로 316-6,서울시 도로환경관리센터,37.5299,126.876541
양천구,733. 신정이펜하우스314동,202501,299,154,신정이펜하우스314동,ST-1004,서울특별시 양천구 신정이펜1로50,신정이펜하우스314동,37.514099,126.831001
양천구,734. 신트리공원 입구,202501,1555,1549,신트리공원 입구,ST-1005,서울특별시 양천구 신정동 310-8,신트리공원 입구,37.51395,126.856056
양천구,736. 오솔길공원,202501,470,463,오솔길공원,ST-1007,서울특별시 양천구 남부순환로70길11-9,오솔길공원,37.52219,126.8367
양천구,740. 으뜸공원,202501,567,650,으뜸공원,ST-1011,서울특별시 양천구 가로공원로 133,으뜸공원,37.536369,126.831711
양천구,741. 화곡로 입구 교차로,202501,187,186,화곡로 입구 교차로,ST-1012,서울특별시 양천구 신월동 258,화곡로 입구 교차로,37.53952,126.825401
양천구,742. 등촌역 5번 출구 뒤,202501,395,398,등촌역 5번 출구 뒤,ST-1013,서울특별시 양천구 등촌로 236,등촌역 5번 출구 뒤,37.550732,126.864578
양천구,743. 현대6차아파트 101동 옆,202501,464,456,현대6차아파트 101동 옆,ST-1014,서울특별시 양천구 신정동 735-5,현대6차아파트 101동 옆,37.5089,126.842682
양천구,744. 신목동역 2번 출구,202501,1817,1818,신목동역 2번 출구,ST-1015,서울특별시 양천구 목동중앙로 212 앞,신목동역 2번 출구,37.543842,126.882545
양천구,745. 강서초등학교,202501,238,243,강서초등학교,ST-1016,서울특별시 양천구 오목로 31 부근,강서초등학교,37.522282,126.839699
양천구,746. 목동2단지 상가,202501,2185,2214,목동2단지 상가,ST-1017,서울특별시 양천구 목동 902-5,목동2단지 상가,37.536503,126.877747
양천구,747. 목동3단지 상가,202501,1415,1429,목동3단지 상가,ST-1018,서울특별시 양천구 목동 903-6,목동3단지 상가,37.53458,126.875649
양천구,748. 목동운동장,202501,306,379,목동운동장,ST-1019,서울특별시 양천구 안양천로 939,목동운동장,37.530251,126.879303
은평구,937. 상림마을 롯데캐슬2단지 옆,202501,49,54,상림마을 롯데캐슬2단지 옆,ST-1023,서울특별시 은평구 진관동 30-23,상림마을 롯데캐슬2단지 옆,37.645851,126.923798
은평구,938. 금암 문화공원,202501,76,76,금암 문화공원,ST-1024,서울특별시 은평구 진관동 44-28,금암 문화공원,37.644684,126.918457
은평구,939. 은평구청 교차로,202501,288,294,은평구청 교차로,ST-1025,서울특별시 은평구 응암동 82-31,은평구청 교차로,37.6017,126.927422
은평구,941. 은평뉴타운 도서관,202501,252,69,은평뉴타운 도서관,ST-1027,서울특별시 은평구 진관동 141-27,은평뉴타운 도서관,37.637222,126.933304
은평구,942. 상림마을 생태공원,202501,123,121,상림마을 생태공원,ST-1028,서울특별시 은평구 진관동 16-4,상림마을 생태공원,37.644081,126.929283
은평구,943. 은평구청 보건소,202501,895,976,은평구청 보건소,ST-1029,서울특별시 은평구 녹번동 84,은평구청 보건소,37.602402,126.92865
은평구,946. 독바위역 ,202501,214,209,독바위역,ST-1032,서울특별시 은평구 불광로 129,독바위역,37.618439,126.932884
은평구,947. 연신내 선일하이츠빌 정류소,202501,115,103,연신내 선일하이츠빌 정류소,ST-1033,서울특별시 은평구 불광동 484-165,연신내 선일하이츠빌 정류소,37.622669,126.919991
은평구,949. 연신내역 1번 출구 ,202501,569,685,연신내역 1번 출구,ST-1035,서울특별시 은평구 불광동 487-2,연신내역 1번 출구,37.619781,126.920807
은평구,952. 서울연신중학교,202501,218,215,서울연신중학교,ST-1038,서울특별시 은평구 불광동 400-4번지,서울연신중학교,37.62265,126.925247
은평구,953. 서울연신초등학교,202501,148,141,서울연신초등학교,ST-1039,서울특별시 은평구 불광동 73-1번지,서울연신초등학교,37.625778,126.928818
강동구,1025. 상일초등학교,202501,327,308,상일초등학교,ST-1042,서울특별시 강동구 상일동 440-3,상일초등학교,37.546841,127.172516
강서구,1155. 기쁜우리복지관,202501,1114,1058,기쁜우리복지관,ST-1255,서울특별시 강서구 허준로 65,기쁜우리복지관,0.0,0.0
강서구,1155. 기쁜우리복지관,202501,1114,1058,기쁜우리복지관,ST-1067,서울특별시 강서구 가양동 1458-15,기쁜우리복지관,37.56926,126.848419
강서구,1157. 강서구청,202501,2082,2179,강서구청,ST-1069,서울특별시 강서구 화곡로 302,강서구청,37.550659,126.84977
송파구,1251. 석촌역 2번출구,202501,1297,1307,석촌역 2번출구,ST-1070,서울특별시 송파구 송파동 68,석촌역 2번출구,37.505932,127.10775
송파구,1253. 오금역 3번 출구 뒤,202501,351,303,오금역 3번 출구 뒤,ST-1072,서울특별시 송파구 가락동 10-15,오금역 3번 출구 뒤,37.501652,127.128181
송파구,1256. 문정현대아파트 교차로,202501,327,327,문정현대아파트 교차로,ST-1075,서울특별시 송파구 문정동 3-2,문정현대아파트 교차로,37.491131,127.125809
송파구,1258. 가락미륭아파트 앞,202501,217,187,가락미륭아파트 앞,ST-1077,서울특별시 송파구 가락동 195-4,가락미륭아파트 앞,37.493198,127.128998
송파구,1259. 방이역 1번출구,202501,869,886,방이역 1번출구,ST-1078,서울특별시 송파구 오금동 17-20,방이역 1번출구,37.508984,127.126595
송파구,1260. 방이동 한양3차아파트 옆,202501,663,658,방이동 한양3차아파트 옆,ST-1079,서울특별시 송파구 방이동 225-1,방이동 한양3차아파트 옆,37.506302,127.121399
송파구,1262. 송파여성문화회관 앞,202501,1131,1124,송파여성문화회관 앞,ST-1081,서울특별시 송파구 송파동 2-3,송파여성문화회관 앞,37.505802,127.109718
송파구,1263. 장지공영차고지,202501,205,201,장지공영차고지,ST-1082,서울특별시 송파구 장지동 861-6,장지공영차고지,37.480541,127.137016
송파구,1264. 천호역 10번 출구 앞,202501,1653,1661,천호역 10번 출구 앞,ST-1083,서울특별시 송파구 풍납동 490-16,천호역 10번 출구 앞,37.538582,127.122803
송파구,1265. 문정동 근린공원,202501,582,641,문정동 근린공원,ST-1084,서울특별시 송파구 문정동 38-3,문정동 근린공원,37.485989,127.124763
송파구,1267. 올림픽공원 남2문 앞,202501,392,379,올림픽공원 남2문 앞,ST-1086,서울특별시 송파구 올림픽로 424,올림픽공원 남2문 앞,37.51424,127.12307
송파구,1268. 몽촌토성역 1번출구 옆,202501,553,556,몽촌토성역 1번출구 옆,ST-1087,서울특별시 송파구 방이동 88-21,몽촌토성역 1번출구 옆,37.517288,127.114197
송파구,1269. 리센츠아파트 ,202501,835,734,리센츠아파트,ST-1088,서울특별시 송파구 올림픽로 135,리센츠아파트,37.511944,127.091217
송파구,1271. 송파도서관,202501,587,587,송파도서관,ST-1089,서울특별시 송파구 동남로 263,송파도서관,37.499985,127.135391
성동구,512. 뚝섬역 1번 출구 옆,202501,1163,1247,뚝섬역 1번 출구 옆,ST-109,서울특별시 성동구 아차산로 18,뚝섬역 1번 출구 옆,37.548561,127.045006
송파구,1274. 영파여고 앞,202501,734,700,영파여고 앞,ST-1092,서울특별시 송파구 올림픽로 565,영파여고 앞,37.532848,127.121048
중랑구,1444. 면목4치안센터,202501,531,735,면목4치안센터,ST-1095,서울특별시 중랑구 면목동 646-4,면목4치안센터,37.574028,127.080544
중랑구,1446. 중랑전화국 교차로,202501,980,1049,중랑전화국 교차로,ST-1097,서울특별시 중랑구 면목동 282-8,중랑전화국 교차로,37.591301,127.08033
중랑구,1447. 면목역 3번출구,202501,1071,1263,면목역 3번출구,ST-1098,서울특별시 중랑구 면목동 120-2,면목역 3번출구,37.588902,127.08728
중랑구,1448. 코스트코 상봉점,202501,1035,1036,코스트코 상봉점,ST-1099,서울특별시 중랑구 상봉동 160-3,코스트코 상봉점,37.597321,127.089798
마포구,400. 상암한화오벨리스크 1차 앞,202501,584,577,상암한화오벨리스크 1차 앞,ST-110,서울특별시 마포구 구룡길 19,상암한화오벨리스크 1차 앞,37.587524,126.883003
강북구,1527. 미아역 1번 출구 뒤,202501,385,372,미아역 1번 출구 뒤,ST-1101,서울특별시 강북구 미아동 194-1,미아역 1번 출구 뒤,37.627335,127.026054
강북구,1528. 삼각산동 주민센터,202501,326,132,삼각산동 주민센터,ST-1102,서울특별시 강북구 미아동 813-8,삼각산동 주민센터,37.615036,127.020699
강북구,1529. 미아동 한국전력공사,202501,700,676,미아동 한국전력공사,ST-1103,서울특별시 강북구 미아동 194-1,미아동 한국전력공사,37.63018,127.02491
강북구,1530. 광산사거리,202501,971,960,광산사거리,ST-1104,서울특별시 강북구 노해로 87,광산사거리,37.643551,127.022347
강북구,1531. 미아사거리 1번 출구,202501,1060,1165,미아사거리 1번 출구,ST-1105,서울특별시 강북구 미아동 66-1,미아사거리 1번 출구,37.613956,127.030251
강북구,1532. 번3동 주민센터 교차로,202501,491,527,번3동 주민센터 교차로,ST-1106,서울특별시 강북구 번동 2-2,번3동 주민센터 교차로,37.626354,127.047447
강북구,"1533. 번동 주공3, 4단지 교차로",202501,511,597,"번동 주공3, 4단지 교차로",ST-1107,서울특별시 강북구 번동 254,"번동 주공3, 4단지 교차로",37.629917,127.040916
강북구,1535. 효성인텔리안 앞,202501,991,992,효성인텔리안 앞,ST-1109,서울특별시 강북구  수유동 230-7,효성인텔리안 앞,37.636292,127.023376
성동구,513. 뚝섬역 5번 출구 정류소 옆,202501,666,657,뚝섬역 5번 출구 정류소 옆,ST-111,서울특별시 성동구 아차산로 18,뚝섬역 5번 출구 정류소 옆,37.546307,127.049805
강북구,1536. 번동 두산위브 101동 옆,202501,350,353,번동 두산위브 101동 옆,ST-1110,서울특별시 강북구 번동 386-17,번동 두산위브 101동 옆,37.636261,127.032173
노원구,1643. 태릉입구역 8번출구,202501,838,851,태릉입구역 8번출구,ST-1111,서울특별시 노원구 공릉동 687-6,태릉입구역 8번출구,37.617367,127.075211
노원구,1646. 삼육대 입구,202501,112,112,삼육대 입구,ST-1114,서울특별시 노원구 공릉동 26-43,삼육대 입구,37.638489,127.107903
노원구,1650. 중계근린공원내,202501,1972,1950,중계근린공원내,ST-1118,서울특별시 노원구 중계동 506-3,중계근린공원내,37.63958,127.065102
성동구,514. 성수사거리 버스정류장 앞,202501,1524,1569,성수사거리 버스정류장 앞,ST-112,서울특별시 성동구 아차산로 171,성수사거리 버스정류장 앞,37.54258,127.063309
노원구,1652. 파르코 앞,202501,172,172,파르코 앞,ST-1120,서울특별시 노원구 상계동 1263,파르코 앞,37.68,127.05558
노원구,1653. 노원역1번출구,202501,1885,1905,노원역1번출구,ST-1121,서울특별시 노원구 상계동 335-4,노원역1번출구,37.6562,127.063622
노원구,1655. 공릉1단지아파트,202501,1377,1349,공릉1단지아파트,ST-1123,서울특별시 중랑구 동일로 1127,공릉1단지아파트,37.631111,127.07016
노원구,1657. 노원구청 ,202501,1062,1067,노원구청,ST-1125,서울특별시 노원구 노해로 437,노원구청,37.654049,127.057327
노원구,1659. 중계동 을지중학교,202501,495,468,중계동 을지중학교,ST-1127,서울특별시 노원구 중계동 370,중계동 을지중학교,37.65033,127.071602
노원구,1660. 서울시립과학관,202501,215,162,서울시립과학관,ST-1128,서울특별시 노원구 하계동 266,서울시립과학관,37.642071,127.076622
도봉구,1714. 도봉문화정보도서관 삼거리,202501,204,42,도봉문화정보도서관 삼거리,ST-1130,서울특별시 도봉구 덕릉로 315,도봉문화정보도서관 삼거리,37.64463,127.044609
도봉구,1715. 서울특별시교육청도봉도서관,202501,281,287,서울특별시교육청도봉도서관,ST-1131,서울특별시 도봉구 삼양로556,서울특별시교육청도봉도서관,37.653179,127.012787
도봉구,1719. 신도봉사거리 버스정류장,202501,505,562,신도봉사거리 버스정류장,ST-1135,서울특별시 도봉구 도봉로 771,신도봉사거리 버스정류장,37.673283,127.043991
도봉구,1720. 도봉구청 옆(중랑천변),202501,597,607,도봉구청 옆(중랑천변),ST-1136,서울특별시 도봉구 마들로 656,도봉구청 옆(중랑천변),37.668671,127.047981
금천구,1841. 가산동 주민센터,202501,1026,1000,가산동 주민센터,ST-1142,서울특별시 금천구 가산동 144-3,가산동 주민센터,37.476952,126.891869
금천구,1842. 한울중학교,202501,103,31,한울중학교,ST-1143,서울특별시 금천구 시흥동 1000-3,한울중학교,37.462574,126.90686
금천구,1843. 독산고등학교,202501,287,209,독산고등학교,ST-1144,서울특별시 금천구 독산동 906-42,독산고등학교,37.477097,126.911133
금천구,1845. 롯데캐슬골드파크1차 서문,202501,347,316,롯데캐슬골드파크1차 서문,ST-1146,서울특별시 금천구 벚꽃로40,롯데캐슬골드파크1차 서문,37.460289,126.892189
금천구,1846. 롯데캐슬골드파크1차 동문,202501,502,475,롯데캐슬골드파크1차 동문,ST-1147,서울특별시 금천구 독산동 441-19,롯데캐슬골드파크1차 동문,37.460171,126.896042
금천구,1848. 벽산 디지털밸리 5차,202501,731,879,벽산 디지털밸리 5차,ST-1149,서울특별시 금천구 가산동 60-73,벽산 디지털밸리 5차,37.476276,126.885391
동작구,2059. 보라매공원 정문,202501,621,647,보라매공원 정문,ST-1151,서울특별시 동작구 신대방동 395,보라매공원 정문,37.497078,126.917793
동작구,2060. 남성역3번출구 뒤,202501,619,639,남성역3번출구 뒤,ST-1152,서울특별시 동작구 사당동 1131,남성역3번출구 뒤,37.484631,126.97155
동작구,2062. 사당새마을금고,202501,174,126,사당새마을금고,ST-1154,서울특별시 동작구 사당동 211-2,사당새마을금고,37.486652,126.967842
관악구,2159. 인헌초교,202501,101,62,인헌초교,ST-1156,서울특별시 관악구 봉천동 244-1,인헌초교,37.47509,126.959229
서초구,2266. 서초역 3번출구,202501,395,393,서초역 3번출구,ST-1158,서울특별시 서초구 서초동 1748-14,서초역 3번출구,37.49054,127.008163
중구,300. 정동사거리,202501,489,478,정동사거리,ST-116,서울특별시 중구 정동길 2-1,정동사거리,37.56805,126.969231
서초구,2269. 주홍교 하부,202501,83,40,주홍교 하부,ST-1161,서울특별시 서초구 잠원동 91-29,주홍교 하부,37.510349,127.016052
서초구,2270. 서초포레스타 7단지,202501,139,134,서초포레스타 7단지,ST-1162,서울특별시 관악구 신원동 266,서초포레스타 7단지,37.448967,127.057739
서초구,2272. 교대입구 교차로,202501,198,187,교대입구 교차로,ST-1164,서울특별시 서초구 서초동 1748-33,교대입구 교차로,37.487309,127.010582
서초구,2273. 일동제약 사거리,202501,237,240,일동제약 사거리,ST-1165,서울특별시 서초구 양재동 67-12,일동제약 사거리,37.477829,127.038269
종로구,301. 경복궁역 7번출구 앞,202501,490,356,경복궁역 7번출구 앞,ST-117,서울특별시 종로구 사직로 지하130,경복궁역 7번출구 앞,37.575794,126.971451
강남구,2362. 신사동 가로수길 입구,202501,333,321,신사동 가로수길 입구,ST-1171,서울특별시 강남구 신사동 501-5,신사동 가로수길 입구,37.517635,127.022453
강남구,2365. K+ 타워 앞,202501,268,278,K+ 타워 앞,ST-1174,서울특별시 강남구 도산대로 333,K+ 타워 앞,37.5233,127.038475
강남구,2368. 도곡동 경남아파트 건너편,202501,280,184,도곡동 경남아파트 건너편,ST-1177,서울특별시 강남구 도곡동 874-1,도곡동 경남아파트 건너편,37.489342,127.041298
강남구,2369. KT선릉타워,202501,696,725,KT선릉타워,ST-1178,서울특별시 강남구 대치동 1011,KT선릉타워,37.505428,127.052872
강남구,2370. 한티역 3번출구,202501,205,198,한티역 3번출구,ST-1179,서울특별시 강남구 대치동 1026,한티역 3번출구,37.496552,127.054298
강남구,2371. 한국우편사업진흥원,202501,86,49,한국우편사업진흥원,ST-1180,서울특별시 강남구 언주로 651,한국우편사업진흥원,37.514748,127.035133
강남구,2372. 대치역 사거리,202501,395,539,대치역 사거리,ST-1181,서울특별시 강남구 삼성로 156,대치역 사거리,37.494499,127.063797
강남구,2373. 개포동역 사거리,202501,194,164,개포동역 사거리,ST-1182,서울특별시 강남구 개포동 181-3,개포동역 사거리,37.489277,127.065575
강남구,2375. 수서역 1번출구 앞,202501,540,610,수서역 1번출구 앞,ST-1184,서울특별시 강남구 수서동 728,수서역 1번출구 앞,37.48735,127.100998
강남구,2376. 수서역 6번출구 앞,202501,339,372,수서역 6번출구 앞,ST-1185,서울특별시 강남구 수서동 740,수서역 6번출구 앞,37.486778,127.100517
서대문구,3100. 북성초교,202501,128,110,북성초교,ST-1188,서울특별시 서대문구 신촌로 235-1,북성초교,37.557396,126.952164
서대문구,3101. 서대문구청,202501,150,150,서대문구청,ST-1189,서울특별시 서대문구 연희로 242,서대문구청,37.578381,126.936096
광진구,3506. 영동대교 북단,202501,719,716,영동대교 북단,ST-1191,서울특별시 광진구 자양동 203-22,영동대교 북단,37.537014,127.061096
광진구,3507. 어린이회관,202501,604,380,어린이회관,ST-1192,서울특별시 광진구 능동 465-7,어린이회관,37.545952,127.078003
광진구,3508. 화양사거리,202501,594,523,화양사거리,ST-355,서울특별시 성동구 광나루로 334,화양사거리,37.548149,127.06707
광진구,3508. 화양사거리,202501,594,523,화양사거리,ST-1193,서울특별시 광진구 화양동 21-6,화양사거리,37.548222,127.067879
광진구,3509. 세종사이버대학교,202501,1656,1706,세종사이버대학교,ST-1194,서울특별시 광진구 군자동 111-2,세종사이버대학교,37.553417,127.073196
성동구,3513. 상왕십리역 1번출구,202501,1328,589,상왕십리역 1번출구,ST-1197,서울특별시 성동구 하왕십리동 860-1,상왕십리역 1번출구,37.56461,127.029198
성동구,3514. 왕십리교회옆,202501,1270,1271,왕십리교회옆,ST-1198,서울특별시 성동구 상왕십리동 350-1,왕십리교회옆,37.566261,127.023697
성동구,3515. 서울숲 관리사무소,202501,350,346,서울숲 관리사무소,ST-1199,서울특별시 성동구 성수동1가 678-1,서울숲 관리사무소,37.542816,127.042084
성북구,1342. 성북쉼터 앞,202501,134,30,성북쉼터 앞,ST-1206,서울특별시 성북구 성북로21길 32,성북쉼터 앞,37.592617,126.997932
성북구,1343. 한성대7번출구 앞,202501,231,240,한성대7번출구 앞,ST-1207,서울특별시 성북구 동소문로 11,한성대7번출구 앞,37.589249,127.007378
성북구,1344. 아리랑시네센터 앞,202501,260,94,아리랑시네센터 앞,ST-1208,서울특별시 성북구 아리랑로 82,아리랑시네센터 앞,37.600288,127.013702
성북구,1346. 길음8골어린이공원 옆,202501,454,445,길음8골어린이공원 옆,ST-1210,서울특별시 성북구 길음로13길 22,길음8골어린이공원 옆,37.608978,127.020248
성북구,1347. 길음래미안아파트817동 상가 앞,202501,134,130,길음래미안아파트817동 상가 앞,ST-1211,서울특별시 성북구 길음로 33,길음래미안아파트817동 상가 앞,37.607105,127.0215
성북구,1348. 성북제일새마을금고 본점 앞,202501,212,241,성북제일새마을금고 본점 앞,ST-1212,서울특별시 성북구 길음로 20,성북제일새마을금고 본점 앞,37.604752,127.022758
성북구,1352. e 편한세상 보문아파트 내,202501,81,46,e 편한세상 보문아파트 내,ST-1216,서울특별시 성북구 낙산길 255,e 편한세상 보문아파트 내,37.583881,127.017097
성북구,1353. 금호어울림센터힐 내,202501,162,182,금호어울림센터힐 내,ST-1217,서울특별시 성북구 동소문로34길 73,금호어울림센터힐 내,37.60083,127.023552
구로구,1957. 구일고등학교 정문 ,202501,1291,1264,구일고등학교 정문,ST-1219,서울특별시 구로구 구일로 90-51,구일고등학교 정문,37.493401,126.874329
구로구,1958. 강서수도사업소민원센터,202501,1619,1676,강서수도사업소민원센터,ST-1220,서울특별시 구로구 가마산로 272,강서수도사업소민원센터,37.495781,126.890121
구로구,1962. 가리봉동주민센터,202501,1025,1023,가리봉동주민센터,ST-1224,서울특별시 구로구 디지털로26길 5,가리봉동주민센터,37.481602,126.892799
구로구,1964. 원메디타운 앞,202501,1075,1052,원메디타운 앞,ST-1226,서울특별시 구로구 경인로 403,원메디타운 앞,37.49789,126.864502
구로구,1966. 한마을아파트 정문상가,202501,584,563,한마을아파트 정문상가,ST-1228,서울특별시 구로구 경인로 382,한마을아파트 정문상가,37.496498,126.863098
구로구,1967. 참새공원(백곡경노당),202501,269,262,참새공원(백곡경노당),ST-1229,서울특별시 구로구 고척로21길 85,참새공원(백곡경노당),37.505138,126.844337
종로구,307. 서울역사박물관 앞,202501,508,487,서울역사박물관 앞,ST-123,서울특별시 종로구 새문안로 55,서울역사박물관 앞,37.57,126.9711
구로구,1969. 궁동생태공원,202501,37,37,궁동생태공원,ST-1231,서울특별시 구로구 오리로 1352,궁동생태공원,37.501904,126.828964
구로구,1973. 오리로와 서해안도로 교차로 앞,202501,252,169,오리로와 서해안도로 교차로 앞,ST-1235,서울특별시 구로구 오리로 1181,오리로와 서해안도로 교차로 앞,37.488598,126.836494
구로구,1974. 신도림2차e편한세상아파트 203동 앞,202501,598,559,신도림2차e편한세상아파트 203동 앞,ST-1236,서울특별시 구로구 신도림로 16,신도림2차e편한세상아파트 203동 앞,37.50518,126.882538
구로구,1975. 대림역 1번 출입구 밑,202501,990,968,대림역 1번 출입구 밑,ST-1237,서울특별시 구로구 도림천로 351,대림역 1번 출입구 밑,37.492565,126.894753
구로구,1976. 남구로역 5번 출입구 앞,202501,412,261,남구로역 5번 출입구 앞,ST-1238,서울특별시 구로구 도림로 지하 7,남구로역 5번 출입구 앞,37.48568,126.886703
구로구,1977. 천왕역 1번 출입구 앞,202501,1010,679,천왕역 1번 출입구 앞,ST-1239,서울특별시 구로구 오리로 지하 1154,천왕역 1번 출입구 앞,37.48621,126.838821
구로구,1979. 구로1동우체국 앞,202501,132,132,구로1동우체국 앞,ST-1241,서울특별시 구로구 구일로 64,구로1동우체국 앞,37.492031,126.873772
강남구,2383. 보금자리정원,202501,140,188,보금자리정원,ST-1248,서울특별시 강남구 헌릉로569길 39-6,보금자리정원,37.466328,127.094887
강서구,1158. 가양역 8번출구,202501,2220,2247,가양역 8번출구,ST-1249,서울특별시 강서구 양천로 지하 485,가양역 8번출구,37.561035,126.854813
강서구,1162. 공항초등학교건너편,202501,2102,1919,공항초등학교건너편,ST-1253,서울특별시 강서구 마곡서1로 68,공항초등학교건너편,37.562679,126.820473
관악구,2164. 관악우체국,202501,478,475,관악우체국,ST-1259,서울특별시 관악구 남부순환로 1641,관악우체국,37.484768,126.932877
중구,310. 청계광장 옆,202501,532,532,청계광장 옆,ST-126,서울특별시 중구 세종대로 136,청계광장 옆,37.568878,126.97747
관악구,2165. JK장평타워,202501,144,93,JK장평타워,ST-1260,서울특별시 관악구 남부순환로 1943,JK장평타워,37.476482,126.965363
관악구,2167. 낙성대역 1번출구,202501,155,152,낙성대역 1번출구,ST-1262,서울특별시 관악구 남부순환로 1944,낙성대역 1번출구,37.476295,126.964958
관악구,2169. 봉천역 2번출구,202501,596,605,봉천역 2번출구,ST-1264,서울특별시 관악구 남부순환로 1728,봉천역 2번출구,37.482189,126.942131
광진구,3517. 용마사거리,202501,885,992,용마사거리,ST-1266,서울특별시 광진구 능동로 373,용마사거리,37.562527,127.082275
관악구,2172. 나들목공원,202501,242,204,나들목공원,ST-1267,서울특별시 관악구 신림로 41,나들목공원,37.469406,126.944511
관악구,2173. 당곡사거리,202501,1178,1171,당곡사거리,ST-1268,서울특별시 관악구 보라매로 3,당곡사거리,37.48975,126.927467
관악구,2174. 삼성디지털프라자관악점,202501,299,285,삼성디지털프라자관악점,ST-1269,서울특별시 관악구 신림로 386,삼성디지털프라자관악점,37.488564,126.928482
관악구,2175. 신림동걷고싶은문화의거리입구,202501,540,532,신림동걷고싶은문화의거리입구,ST-1270,서울특별시 관악구 신림로 369,신림동걷고싶은문화의거리입구,37.487301,126.928703
구로구,1983. 구로동롯데아파트,202501,491,466,구로동롯데아파트,ST-1273,서울특별시 구로구 새말로 31,구로동롯데아파트,37.502548,126.883881
구로구,1985. 구로도서관,202501,2118,1992,구로도서관,ST-1275,서울특별시 구로구 공원로 15,구로도서관,37.498516,126.891991
금천구,1849. 대륭포스트타워5차,202501,251,320,대륭포스트타워5차,ST-1276,서울특별시 금천구 디지털로9길 68,대륭포스트타워5차,37.481354,126.88694
금천구,1850. 코오롱테크노밸리,202501,191,203,코오롱테크노밸리,ST-1277,서울특별시 금천구 디지털로9길 56,코오롱테크노밸리,37.48016,126.886368
노원구,1661. 당현천근린공원,202501,925,864,당현천근린공원,ST-1278,서울특별시 노원구 동일로 1342,당현천근린공원,37.649639,127.065605
노원구,1663. 동해문화예술관앞,202501,1086,1064,동해문화예술관앞,ST-1280,서울특별시 노원구 화랑로 429,동해문화예술관앞,37.619381,127.057854
노원구,1664. 노해근린공원내,202501,277,261,노해근린공원내,ST-1281,서울특별시 노원구 노원로22길 1,노해근린공원내,37.649361,127.070442
노원구,1666. 노원소방서인근,202501,442,356,노원소방서인근,ST-1283,서울특별시 노원구 노원로26길 111,노원소방서인근,37.655781,127.071777
노원구,1667. 중계중학교,202501,993,852,중계중학교,ST-1284,서울특별시 노원구 덕릉로76길 23,중계중학교,37.654499,127.074387
노원구,1669. 중계역 3번출구,202501,1248,1241,중계역 3번출구,ST-1286,서울특별시 노원구 동일로 지하 1308-1,중계역 3번출구,37.643528,127.065224
노원구,1670. 노원경찰서교차로,202501,644,641,노원경찰서교차로,ST-1287,서울특별시 노원구 노원로 283,노원경찰서교차로,37.64341,127.071838
노원구,1671. 인덕대학교,202501,332,338,인덕대학교,ST-1288,서울특별시 노원구 초안산로 12,인덕대학교,37.629349,127.054825
노원구,1672. 상계동수락리버시티,202501,233,216,상계동수락리버시티,ST-1289,서울특별시 노원구 누원로 18,상계동수락리버시티,37.688599,127.053406
노원구,1674. 서울북부고용센터앞,202501,1546,1543,서울북부고용센터앞,ST-1291,서울특별시 노원구 노해로 450,서울북부고용센터앞,37.653549,127.058083
도봉구,1722. 창동청소년수련관,202501,518,490,창동청소년수련관,ST-1292,서울특별시 도봉구 노해로69길 132,창동청소년수련관,37.657799,127.050049
도봉구,1723. 방학동학마을도서관,202501,209,208,방학동학마을도서관,ST-1293,서울특별시 도봉구 시루봉로 128,방학동학마을도서관,37.662079,127.027718
도봉구,1725. 창1동주민센터,202501,234,234,창1동주민센터,ST-1295,서울특별시 도봉구 해등로 46,창1동주민센터,37.647503,127.043312
도봉구,1727. 서울도봉초등학교인근,202501,258,200,서울도봉초등학교인근,ST-1297,서울특별시 도봉구 도봉로173길 96,서울도봉초등학교인근,37.678677,127.040764
동대문구,648. 장안동위더스빌옆,202501,1643,1621,장안동위더스빌옆,ST-1300,서울특별시 동대문구 한천로 42,장안동위더스빌옆,37.5667,127.062424
동대문구,650. 중랑교사거리,202501,505,461,중랑교사거리,ST-1302,서울특별시 동대문구 망우로 131,중랑교사거리,37.591534,127.067741
서초구,2285. LH서초3단지 301동 맞은편,202501,96,91,LH서초3단지 301동 맞은편,ST-1311,서울특별시 서초구 양재대로2길 33,LH서초3단지 301동 맞은편,37.457424,127.022652
서초구,2286. 탑성마을입구,202501,9,2,탑성마을입구,ST-1312,서울특별시 서초구 탑성말길 2,탑성마을입구,37.45855,127.055885
서초구,2287. 능안마을입구,202501,18,16,능안마을입구,ST-1313,서울특별시 서초구 능안말길 1-2,능안마을입구,37.45562,127.067101
서초구,2289. 남태령역 2번출구,202501,62,33,남태령역 2번출구,ST-1315,서울특별시 서초구 과천대로 810,남태령역 2번출구,37.464298,126.988525
성북구,1354. 고려대학교 2번출구,202501,713,744,고려대학교 2번출구,ST-1317,서울특별시 성북구 종암로 지하 1,고려대학교 2번출구,37.590714,127.036194
종로구,316. 종각역 1번출구 앞,202501,1029,1021,종각역 1번출구 앞,ST-132,서울특별시 종로구 종로 47,종각역 1번출구 앞,37.570396,126.981789
